date,n_orders,total_revenue_usd,avg_order_value_usd,avg_discount_pct,n_unique_customers,n_returns,return_rate,total_spend_usd,total_impressions,total_clicks,total_conversions_marketing,total_attributed_revenue_usd,avg_roas,sessions,unique_visitors,bounce_rate,pages_per_session,avg_session_duration_sec,conversion_rate,conversions_web,total_stock_on_hand,total_units_sold,n_stockouts,n_reorders,economic_index,marketing_pressure,consumer_sentiment,seasonal_index,inventory_health,anomaly_flag,anomaly_event,anomaly_kpi,n_orders_rolling_mean,n_orders_rolling_std,n_orders_z_score,n_orders_wow_change,n_orders_mom_change,n_orders_lag_1,total_revenue_usd_rolling_mean,total_revenue_usd_rolling_std,total_revenue_usd_z_score,total_revenue_usd_wow_change,total_revenue_usd_mom_change,total_revenue_usd_lag_1,avg_order_value_usd_rolling_mean,avg_order_value_usd_rolling_std,avg_order_value_usd_z_score,avg_order_value_usd_wow_change,avg_order_value_usd_mom_change,avg_order_value_usd_lag_1,avg_discount_pct_rolling_mean,avg_discount_pct_rolling_std,avg_discount_pct_z_score,avg_discount_pct_wow_change,avg_discount_pct_mom_change,avg_discount_pct_lag_1,n_unique_customers_rolling_mean,n_unique_customers_rolling_std,n_unique_customers_z_score,n_unique_customers_wow_change,n_unique_customers_mom_change,n_unique_customers_lag_1,n_returns_rolling_mean,n_returns_rolling_std,n_returns_z_score,n_returns_wow_change,n_returns_mom_change,n_returns_lag_1,return_rate_rolling_mean,return_rate_rolling_std,return_rate_z_score,return_rate_wow_change,return_rate_mom_change,return_rate_lag_1,total_spend_usd_rolling_mean,total_spend_usd_rolling_std,total_spend_usd_z_score,total_spend_usd_wow_change,total_spend_usd_mom_change,total_spend_usd_lag_1,total_impressions_rolling_mean,total_impressions_rolling_std,total_impressions_z_score,total_impressions_wow_change,total_impressions_mom_change,total_impressions_lag_1,total_clicks_rolling_mean,total_clicks_rolling_std,total_clicks_z_score,total_clicks_wow_change,total_clicks_mom_change,total_clicks_lag_1,total_conversions_marketing_rolling_mean,total_conversions_marketing_rolling_std,total_conversions_marketing_z_score,total_conversions_marketing_wow_change,total_conversions_marketing_mom_change,total_conversions_marketing_lag_1,total_attributed_revenue_usd_rolling_mean,total_attributed_revenue_usd_rolling_std,total_attributed_revenue_usd_z_score,total_attributed_revenue_usd_wow_change,total_attributed_revenue_usd_mom_change,total_attributed_revenue_usd_lag_1,avg_roas_rolling_mean,avg_roas_rolling_std,avg_roas_z_score,avg_roas_wow_change,avg_roas_mom_change,avg_roas_lag_1,sessions_rolling_mean,sessions_rolling_std,sessions_z_score,sessions_wow_change,sessions_mom_change,sessions_lag_1,unique_visitors_rolling_mean,unique_visitors_rolling_std,unique_visitors_z_score,unique_visitors_wow_change,unique_visitors_mom_change,unique_visitors_lag_1,bounce_rate_rolling_mean,bounce_rate_rolling_std,bounce_rate_z_score,bounce_rate_wow_change,bounce_rate_mom_change,bounce_rate_lag_1,pages_per_session_rolling_mean,pages_per_session_rolling_std,pages_per_session_z_score,pages_per_session_wow_change,pages_per_session_mom_change,pages_per_session_lag_1,avg_session_duration_sec_rolling_mean,avg_session_duration_sec_rolling_std,avg_session_duration_sec_z_score,avg_session_duration_sec_wow_change,avg_session_duration_sec_mom_change,avg_session_duration_sec_lag_1,conversion_rate_rolling_mean,conversion_rate_rolling_std,conversion_rate_z_score,conversion_rate_wow_change,conversion_rate_mom_change,conversion_rate_lag_1,conversions_web_rolling_mean,conversions_web_rolling_std,conversions_web_z_score,conversions_web_wow_change,conversions_web_mom_change,conversions_web_lag_1,total_stock_on_hand_rolling_mean,total_stock_on_hand_rolling_std,total_stock_on_hand_z_score,total_stock_on_hand_wow_change,total_stock_on_hand_mom_change,total_stock_on_hand_lag_1,total_units_sold_rolling_mean,total_units_sold_rolling_std,total_units_sold_z_score,total_units_sold_wow_change,total_units_sold_mom_change,total_units_sold_lag_1,n_stockouts_rolling_mean,n_stockouts_rolling_std,n_stockouts_z_score,n_stockouts_wow_change,n_stockouts_mom_change,n_stockouts_lag_1,n_reorders_rolling_mean,n_reorders_rolling_std,n_reorders_z_score,n_reorders_wow_change,n_reorders_mom_change,n_reorders_lag_1,inventory_health_rolling_mean,inventory_health_rolling_std,inventory_health_z_score,inventory_health_wow_change,inventory_health_mom_change,inventory_health_lag_1
2024-01-11,172,9269.46,53.89,0.07,105,14,0.0814,12140.34,2416960,110375,10470,1911055.58,157.414,7692,6637,0.444,3.57,183.3,0.0203,156,48296,354,0,3,-0.03693,-0.31152,-0.04634,-0.13913,-0.11358,0,,,179.5714,6.3733,-1.188,-0.0652,,175.0,9709.0171,451.9376,-0.9726,-0.0921,,9479.13,54.0543,0.8577,-0.1915,-0.0288,,54.17,0.07,0.0,,0.0,,0.07,124.8571,13.8375,-1.435,-0.2808,,117.0,14.1429,0.378,-0.378,0.0,,14.0,0.0788,0.0021,1.2192,0.0696,,0.08,12244.6629,669.8682,-0.1557,-0.0445,,12692.18,1978811.5714,378778.1522,1.1567,0.1556,,2122631.0,66518.5714,28424.9586,1.5429,0.2799,,86488.0,3903.5714,3143.7496,2.0887,0.8427,,2661.0,476978.2471,653174.4392,2.1956,1.5675,,496441.2,38.923,53.8261,2.2014,1.687,,39.114,7690.5714,22.486,0.0635,-0.004,,7697.0,6226.1429,345.4241,1.1894,0.1577,,5825.0,0.4294,0.0202,0.7226,-0.0633,,0.405,3.0943,0.3111,1.5293,0.2102,,2.97,183.0571,18.0777,0.0134,-0.083,,221.7,0.022,0.0013,-1.3197,-0.0897,,0.0209,168.7143,9.9952,-1.272,-0.093,,160.0,48968.2857,820.1934,-0.8197,-0.025,,49237.0,370.0,40.4228,-0.3958,-0.0056,,398.0,0.0,0.0,,,,0.0,2.8571,1.5736,0.0908,,,3.0,-0.0688,0.0547,-0.8195,-2.6627,,-0.0508
2024-01-12,181,10078.08,55.68,0.07,114,15,0.0829,13114.54,1290393,22156,1771,318655.9,24.298,7741,5816,0.405,3.4,172.8,0.0214,165,49057,335,0,1,0.02267,-0.24176,-0.08344,-0.13815,-0.06283,0,,,178.4286,4.9618,0.5182,-0.0423,,172.0,9685.7229,423.2296,0.9271,-0.0159,,9269.46,54.2671,1.0584,1.3349,0.0275,,53.89,0.07,0.0,,0.0,,0.07,122.0,13.6991,-0.584,-0.1493,,105.0,14.1429,0.378,2.2678,0.0,,14.0,0.0793,0.0026,1.362,0.0441,,0.0814,12461.3286,671.08,0.9734,0.1308,,12140.34,1949382.2857,427389.7571,-1.5419,-0.1377,,2416960.0,60248.7143,33016.4236,-1.1538,-0.6645,,110375.0,3747.2857,3229.9954,-0.6119,-0.3818,,10470.0,502311.0929,641317.9578,-0.2864,1.2548,,1911055.58,40.6533,53.0119,-0.3085,0.9939,,157.414,7698.0,29.4052,1.4623,0.0068,,7692.0,6216.7143,357.0872,-1.1222,-0.0112,,6637.0,0.4264,0.0222,-0.9645,-0.0493,,0.444,3.0957,0.3127,0.9732,0.0029,,3.57,183.3714,17.8426,-0.5925,0.0129,,183.3,0.0216,0.0008,-0.2523,-0.1193,,0.0203,165.7143,6.4734,-0.1103,-0.1129,,156.0,48803.0,619.2918,0.4101,-0.023,,48296.0,358.0,35.6371,-0.6454,-0.2005,,354.0,0.0,0.0,,,,0.0,3.0,1.291,-1.5492,,,3.0,-0.0798,0.0413,0.4103,-5.3845,,-0.1136
2024-01-13,186,9892.86,53.19,0.07,143,15,0.0806,11369.71,1600395,60447,4721,339742.54,29.881,7677,6515,0.45,2.77,178.8,0.0241,185,49091,253,0,5,-0.06042,-0.05713,-0.05273,-0.13712,-0.06057,0,,,178.5714,5.1916,1.4309,0.0054,,181.0,9638.8414,368.7155,0.6889,-0.0321,,10078.08,53.9729,1.0255,-0.7634,-0.0373,,55.68,0.07,0.0,,0.0,,0.07,126.0,15.308,1.1105,0.2435,,114.0,14.2857,0.488,1.4639,0.0714,,15.0,0.08,0.0021,0.2774,0.0647,,0.0829,12250.2871,756.4401,-1.1641,-0.115,,13114.54,1929466.1429,441789.2035,-0.7449,-0.0801,,1290393.0,64795.2857,29987.5896,-0.145,1.112,,22156.0,4135.1429,3148.0215,0.1861,1.3534,,1771.0,532399.1571,625640.5764,-0.3079,1.6311,,318655.9,43.4861,51.6154,-0.2636,1.9729,,24.298,7692.0,28.6822,-0.523,-0.0054,,7741.0,6230.7143,368.0026,0.7725,0.0153,,5816.0,0.4267,0.0226,1.0326,0.0045,,0.405,3.0386,0.3327,-0.8072,-0.1262,,3.4,184.3714,17.2731,-0.3225,0.0407,,172.8,0.0218,0.0012,1.8074,0.0711,,0.0214,167.4286,9.5718,1.8358,0.0694,,165.0,48700.0,463.9925,0.8427,-0.0145,,49057.0,340.8571,52.2221,-1.6824,-0.3217,,335.0,0.0,0.0,,,,0.0,3.1429,1.4639,1.2687,0.25,,1.0,-0.0866,0.0309,0.8426,-3.8495,,-0.0628
2024-01-14,185,9778.16,52.85,0.07,136,14,0.0757,12629.58,1170859,18281,1131,220089.33,17.426,7670,6253,0.397,3.08,148.6,0.0243,186,49583,410,0,3,-0.0715,-0.04851,-0.02366,-0.13605,-0.0278,0,,,180.0,5.416,0.9232,0.0571,,186.0,9723.7329,310.3002,0.1754,0.0647,,9892.86,54.0257,0.9418,-1.2483,0.0071,,53.19,0.07,0.0,,0.0,,0.07,124.4286,13.2144,0.8757,-0.0748,,143.0,14.2857,0.488,-0.5855,0.0,,15.0,0.0794,0.0027,-1.3866,-0.0537,,0.0806,12199.4086,709.2338,0.6065,-0.0274,,11369.71,1788734.7143,509346.8988,-1.2131,-0.4569,,1600395.0,58790.8571,34848.8162,-1.1624,-0.6969,,60447.0,3889.8571,3326.8408,-0.8293,-0.6029,,4721.0,541291.4286,619845.2378,-0.5182,0.3944,,339742.54,44.2391,51.1182,-0.5245,0.4336,,29.881,7695.2857,23.521,-1.075,0.003,,7677.0,6179.7143,329.3902,0.2225,-0.054,,6515.0,0.4183,0.0207,-1.0266,-0.1294,,0.45,3.1014,0.2827,-0.0758,0.1667,,2.77,179.0,21.8496,-1.3913,-0.2019,,178.8,0.0222,0.0016,1.3568,0.1096,,0.0241,170.1429,11.8523,1.3379,0.1138,,185.0,48867.7143,546.1754,1.3096,0.0243,,49091.0,350.7143,58.4001,1.0152,0.2023,,253.0,0.0,0.0,,,,0.0,2.8571,1.215,0.1176,-0.4,,5.0,-0.0755,0.0364,1.3089,0.7379,,-0.0606
2024-01-15,180,9442.51,52.46,0.07,131,14,0.0778,12560.8,2312803,78922,4834,482768.91,38.435,7662,6038,0.423,2.63,148.1,0.0232,177,49932,273,0,1,-0.08472,-0.12191,0.02881,-0.13494,-0.00453,0,,,179.4286,5.127,0.1115,-0.0217,,185.0,9636.1771,286.6875,-0.6755,-0.061,,9778.16,53.7129,1.0566,-1.1857,-0.0401,,52.85,0.07,0.0,,0.0,,0.07,124.7143,13.3506,0.4708,0.0155,,136.0,14.2857,0.488,-0.5855,0.0,,14.0,0.0796,0.0024,-0.7744,0.0223,,0.0757,12397.7557,550.5271,0.2962,0.1243,,12629.58,1896838.7143,531557.0339,0.7825,0.4863,,1170859.0,64909.4286,33947.5241,0.4128,1.1867,,18281.0,4402.8571,3121.18,0.1381,2.889,,1131.0,600217.7329,586304.8368,-0.2003,5.8688,,220089.33,48.8311,48.5188,-0.2143,5.1095,,17.426,7689.0,25.9358,-1.041,-0.0057,,7670.0,6146.2857,330.336,-0.3278,-0.0373,,6253.0,0.4204,0.0203,0.1269,0.0368,,0.397,3.06,0.3309,-1.2997,-0.0993,,3.08,175.6,24.7922,-1.1092,-0.1385,,148.6,0.0223,0.0016,0.5905,0.022,,0.0243,170.5714,12.0673,0.5327,0.0172,,186.0,49141.2857,528.3536,1.4966,0.0399,,49583.0,346.4286,63.3742,-1.1587,-0.099,,410.0,0.0,0.0,,,,0.0,2.5714,1.3973,-1.1246,-0.6667,,3.0,-0.0572,0.0352,1.4964,0.9657,,-0.0278
2024-01-16,187,10078.39,53.9,0.07,119,14,0.0749,13098.67,1535690,24194,2712,180307.53,13.765,7702,5896,0.42,2.77,174.1,0.0239,184,48899,237,0,4,-0.03683,-0.07199,0.02887,-0.1338,-0.07339,0,,,180.8571,5.6988,1.0779,0.0565,,180.0,9716.9414,323.4882,1.1173,0.0594,,9442.51,53.7343,1.059,0.1565,0.0028,,52.46,0.07,0.0,,0.0,,0.07,123.5714,13.4642,-0.3395,-0.063,,131.0,14.2857,0.488,-0.5855,0.0,,14.0,0.079,0.003,-1.3854,-0.0531,,0.0778,12515.1171,605.3645,0.964,0.0669,,12560.8,1778533.0,501612.5863,-0.4841,-0.3503,,2312803.0,57266.1429,36514.5902,-0.9057,-0.6886,,78922.0,4042.8571,3154.7559,-0.4219,-0.4817,,4834.0,564151.57,605764.0977,-0.6337,-0.5834,,482768.91,45.7619,50.1725,-0.6377,-0.6095,,38.435,7691.5714,26.2479,0.3973,0.0023,,7662.0,6140.0,335.2969,-0.7277,-0.0074,,6038.0,0.4206,0.0203,-0.0282,0.0024,,0.423,3.0271,0.3487,-0.7373,-0.0767,,2.63,175.3429,24.7979,-0.0501,-0.0102,,148.1,0.0226,0.0017,0.7852,0.1065,,0.0232,173.2857,12.7242,0.842,0.1152,,177.0,49156.4286,518.128,-0.4968,0.0022,,49932.0,322.8571,69.6358,-1.2329,-0.4104,,273.0,0.0,0.0,,,,0.0,2.8571,1.4639,0.7807,1.0,,1.0,-0.0562,0.0345,-0.4972,0.0874,,-0.0045
2024-01-17,181,9522.13,52.61,0.07,148,14,0.0773,13163.78,1121777,19361,845,67517.2,5.129,7671,6224,0.437,2.93,155.4,0.0234,179,49347,413,0,6,-0.07972,-0.10652,0.01529,-0.13261,-0.04353,0,,,181.7143,5.0897,-0.1403,0.0343,,187.0,9723.0843,318.5909,-0.6308,0.0045,,10078.39,53.5114,1.1147,-0.8086,-0.0288,,53.9,0.07,0.0,,0.0,,0.07,128.0,15.8325,1.2632,0.265,,119.0,14.2857,0.488,-0.5855,0.0,,14.0,0.0787,0.003,-0.4493,-0.0338,,0.0749,12582.4886,652.7425,0.8905,0.0372,,13098.67,1635553.8571,529073.858,-0.9711,-0.4715,,1535690.0,47676.5714,36375.4852,-0.7784,-0.7761,,24194.0,3783.4286,3355.6059,-0.8757,-0.6825,,2712.0,502876.7129,634754.4931,-0.6859,-0.864,,180307.53,40.9069,52.5128,-0.6813,-0.8689,,13.765,7687.8571,27.1749,-0.6203,-0.0034,,7702.0,6197.0,305.4046,0.0884,0.0685,,5896.0,0.4251,0.0198,0.6,0.079,,0.42,3.0214,0.3502,-0.2611,-0.0135,,2.77,165.8714,14.7783,-0.7086,-0.2991,,174.1,0.0229,0.0015,0.3021,0.1196,,0.0239,176.0,11.3725,0.2638,0.1188,,184.0,49172.1429,522.6275,0.3346,0.0022,,48899.0,325.0,72.5052,1.2137,0.0377,,237.0,0.0,0.0,,,,0.0,3.2857,1.8898,1.4363,1.0,,4.0,-0.0552,0.0348,0.3343,0.1438,,-0.0734
2024-01-18,182,9550.13,52.47,0.07,138,14,0.0769,12986.33,1248587,39258,2803,496723.96,38.25,7669,6089,0.418,3.21,183.4,0.0235,180,48879,251,0,2,-0.08422,-0.09721,-0.00184,-0.13138,-0.07472,0,,,183.1429,2.7946,-0.409,0.0581,,181.0,9763.18,265.1683,-0.8035,0.0303,,9522.13,53.3086,1.1625,-0.7213,-0.0263,,52.61,0.07,0.0,,0.0,,0.07,132.7143,12.3789,0.427,0.3143,,148.0,14.2857,0.488,-0.5855,0.0,,14.0,0.078,0.0028,-0.3964,-0.0553,,0.0773,12703.3443,635.3197,0.4454,0.0697,,13163.78,1468643.4286,413047.4213,-0.5328,-0.4834,,1121777.0,37517.0,23651.3449,0.0736,-0.6443,,19361.0,2688.1429,1602.8097,0.0717,-0.7323,,845.0,300829.3386,157473.6715,1.244,-0.7401,,67517.2,23.8834,12.5837,1.1417,-0.757,,5.129,7684.5714,27.9694,-0.5567,-0.003,,7671.0,6118.7143,236.2186,-0.1258,-0.0826,,6224.0,0.4214,0.018,-0.1906,-0.0586,,0.437,2.97,0.2744,0.8746,-0.1008,,2.93,165.8857,14.798,1.1836,0.0005,,155.4,0.0234,0.001,0.1035,0.1576,,0.0234,179.4286,7.1846,0.0795,0.1538,,179.0,49255.4286,389.1417,-0.9673,0.0121,,49347.0,310.2857,76.006,-0.78,-0.291,,413.0,0.0,0.0,,,,0.0,3.1429,1.9518,-0.5855,-0.3333,,6.0,-0.0496,0.0259,-0.9676,0.3421,,-0.0435
2024-01-19,185,9526.69,51.5,0.07,128,15,0.0811,12756.93,1475022,70733,7896,923403.0,72.384,7646,5906,0.433,3.66,185.3,0.0249,190,50406,415,0,4,-0.11681,-0.00524,-0.04814,-0.13012,0.02707,0,,,183.7143,2.6904,0.4779,0.0221,,182.0,9684.41,236.3676,-0.6673,-0.0547,,9550.13,52.7114,0.7371,-1.6434,-0.0751,,52.47,0.07,0.0,,0.0,,0.07,134.7143,9.6904,-0.6929,0.1228,,138.0,14.2857,0.488,1.4639,0.0,,14.0,0.0778,0.0023,1.4342,-0.0217,,0.0769,12652.2571,610.6427,0.1714,-0.0273,,12986.33,1495019.0,405595.6133,-0.0493,0.1431,,1248587.0,44456.5714,25451.1148,1.0324,2.1925,,39258.0,3563.1429,2460.8685,1.7607,3.4585,,2803.0,387221.7814,283966.6476,1.8882,1.8978,,496723.96,30.7529,22.2557,1.8706,1.979,,38.25,7671.0,16.8721,-1.4817,-0.0123,,7669.0,6131.5714,218.8035,-1.0309,0.0155,,6089.0,0.4254,0.0168,0.4506,0.0691,,0.418,3.0071,0.3496,1.8674,0.0765,,3.21,167.6714,16.4351,1.0726,0.0723,,183.4,0.0239,0.0006,1.6903,0.1636,,0.0235,183.0,4.5461,1.5398,0.1515,,180.0,49448.1429,567.6056,1.6875,0.0275,,48879.0,321.7143,85.7335,1.0881,0.2388,,251.0,0.0,0.0,,,,0.0,3.5714,1.7182,0.2494,3.0,,2.0,-0.0368,0.0378,1.6876,1.4308,,-0.0747
2024-01-20,182,9400.56,51.65,0.07,137,14,0.0769,11303.94,1888728,25270,2870,177897.72,15.738,7653,6684,0.407,3.6,189.4,0.0241,184,51008,406,0,3,-0.11162,-0.05706,-0.01626,-0.12881,0.06722,0,,,183.1429,2.5448,-0.4491,-0.0215,,185.0,9614.0814,237.2462,-0.9,-0.0498,,9526.69,52.4914,0.7978,-1.0547,-0.029,,51.5,0.07,0.0,,0.0,,0.07,133.8571,9.0816,0.3461,-0.042,,128.0,14.1429,0.378,-0.378,-0.0667,,15.0,0.0772,0.002,-0.1668,-0.0459,,0.0811,12642.8614,633.7351,-2.1127,-0.0058,,12756.93,1536209.4286,431870.5293,0.8163,0.1802,,1475022.0,39431.2857,25239.5579,-0.5611,-0.5819,,70733.0,3298.7143,2414.7325,-0.1775,-0.3921,,7896.0,364101.0929,294856.6494,-0.6315,-0.4764,,923403.0,28.7324,22.9783,-0.5655,-0.4733,,72.384,7667.5714,17.8592,-0.8159,-0.0031,,7646.0,6155.7143,271.2101,1.9479,0.0259,,5906.0,0.4193,0.0139,-0.8815,-0.0956,,0.433,3.1257,0.3937,1.2046,0.2996,,3.66,169.1857,18.0412,1.1205,0.0593,,185.3,0.0239,0.0006,0.3381,0.0,,0.0249,182.8571,4.4881,0.2546,-0.0054,,190.0,49722.0,786.7312,1.6346,0.039,,50406.0,343.5714,84.7936,0.7362,0.6047,,415.0,0.0,0.0,,,,0.0,3.2857,1.6036,-0.1782,-0.4,,4.0,-0.0185,0.0525,1.6348,2.1098,,0.0271
2024-01-21,185,9703.48,52.45,0.07,132,15,0.0811,12355.67,2121107,89022,6161,837495.23,67.782,7677,6671,0.44,2.68,207.0,0.0242,185,50928,380,0,4,-0.08496,-0.05073,-0.04848,-0.12747,0.06192,0,,,183.1429,2.5448,0.7298,0.0,,182.0,9603.4129,230.213,0.4347,-0.0076,,9400.56,52.4343,0.782,0.0201,-0.0076,,51.65,0.07,0.0,,0.0,,0.07,133.2857,9.0501,-0.1421,-0.0294,,137.0,14.2857,0.488,1.4639,0.0714,,14.0,0.078,0.0023,1.347,0.0713,,0.0769,12603.7314,643.0792,-0.3857,-0.0217,,11303.94,1671959.1429,446971.5247,1.0049,0.8116,,1888728.0,49537.1429,29209.6377,1.3518,3.8696,,25270.0,4017.2857,2410.5628,0.8893,4.4474,,2870.0,452301.9357,334302.648,1.1522,2.8053,,177897.72,35.9261,26.4664,1.2036,2.8897,,15.738,7668.5714,18.2104,0.4628,0.0009,,7653.0,6215.4286,334.7695,1.3609,0.0668,,6684.0,0.4254,0.0118,1.2361,0.1083,,0.407,3.0686,0.4289,-0.9059,-0.1299,,3.6,177.5286,20.2971,1.452,0.393,,189.4,0.0239,0.0006,0.5405,-0.0041,,0.0241,182.7143,4.3861,0.5211,-0.0054,,184.0,49914.1429,902.8066,1.123,0.0271,,51008.0,339.2857,81.5735,0.4991,-0.0732,,406.0,0.0,0.0,,,,0.0,3.4286,1.6183,0.3531,0.3333,,3.0,-0.0057,0.0602,1.1235,3.2273,,0.0672
2024-01-22,178,9114.84,51.21,0.07,113,14,0.0787,11433.55,2199075,60510,3529,553169.74,48.381,7646,6181,0.401,3.2,193.1,0.0234,178,49932,300,0,3,-0.12643,-0.10712,-0.08161,-0.12609,-0.00449,0,,,182.8571,3.0237,-1.6063,-0.0111,,185.0,9556.6029,293.1051,-1.5072,-0.0347,,9703.48,52.2557,0.9078,-1.1519,-0.0238,,52.45,0.07,0.0,,0.0,,0.07,130.7143,11.9124,-1.487,-0.1374,,132.0,14.2857,0.488,-0.5855,0.0,,15.0,0.0781,0.0023,0.247,0.0116,,0.0811,12442.6957,781.7991,-1.2908,-0.0897,,12355.67,1655712.2857,421114.3587,1.2903,-0.0492,,2121107.0,46906.8571,26856.7886,0.5065,-0.2333,,89022.0,3830.8571,2387.2226,-0.1264,-0.27,,6161.0,462359.1971,336424.2363,0.2699,0.1458,,837495.23,37.347,26.8871,0.4104,0.2588,,67.782,7666.2857,20.0808,-1.0102,-0.0021,,7677.0,6235.8571,326.3962,-0.1681,0.0237,,6671.0,0.4223,0.015,-1.4162,-0.052,,0.44,3.15,0.3835,0.1304,0.2167,,2.68,183.9571,16.1192,0.5672,0.3038,,207.0,0.0239,0.0005,-0.9419,0.0086,,0.0242,182.8571,4.1805,-1.1619,0.0056,,185.0,49914.1429,902.8066,0.0198,0.0,,50928.0,343.1429,78.4972,-0.5496,0.0989,,380.0,0.0,0.0,,,,0.0,3.7143,1.2536,-0.5698,2.0,,4.0,-0.0057,0.0602,0.0201,0.0088,,0.0619
2024-01-23,182,9590.39,52.69,0.07,140,15,0.0824,11100.26,1493186,64230,3181,360622.63,32.488,7689,6080,0.439,3.32,183.2,0.0234,179,49989,244,0,3,-0.07685,-0.10736,-0.0837,-0.12468,-0.00068,0,,,182.1429,2.4103,-0.0593,-0.0267,,178.0,9486.8886,187.2266,0.5528,-0.0484,,9114.84,52.0829,0.6083,0.9981,-0.0224,,51.21,0.07,0.0,,0.0,,0.07,133.7143,11.0862,0.567,0.1765,,113.0,14.4286,0.5345,1.069,0.0714,,14.0,0.0792,0.0023,1.3878,0.1001,,0.0787,12157.2086,862.9958,-1.2247,-0.1526,,11433.55,1649640.2857,423433.4223,-0.3695,-0.0277,,2199075.0,52626.2857,25439.3295,0.4561,1.6548,,60510.0,3897.8571,2356.9769,-0.3041,0.1729,,3529.0,488118.4971,317605.6244,-0.4014,1.0,,553169.74,40.0217,25.0164,-0.3012,1.3602,,48.381,7664.4286,16.5112,1.4882,-0.0017,,7646.0,6262.1429,300.8762,-0.6054,0.0312,,6181.0,0.425,0.0162,0.8633,0.0452,,0.401,3.2286,0.3473,0.2633,0.1986,,3.2,185.2571,15.5486,-0.1323,0.0523,,193.1,0.0238,0.0006,-0.7638,-0.0209,,0.0234,182.1429,4.3753,-0.7183,-0.0272,,178.0,50069.8571,784.8268,-0.103,0.0223,,49932.0,344.1429,76.949,-1.3014,0.0295,,300.0,0.0,0.0,,,,0.0,3.5714,1.2724,-0.4491,-0.25,,3.0,0.0047,0.0523,-0.1025,0.9907,,-0.0045
2024-01-24,187,10069.11,53.85,0.07,154,15,0.0802,11141.34,1213284,19073,1862,133529.0,11.985,7722,6684,0.44,3.1,176.5,0.0238,183,50134,236,0,1,-0.03848,-0.07866,-0.03493,-0.12322,0.00899,0,,,183.0,2.9439,1.3587,0.0331,,182.0,9565.0286,290.2073,1.737,0.0574,,9590.39,52.26,0.8986,1.7693,0.0236,,52.69,0.07,0.0,,0.0,,0.07,134.5714,12.5148,1.5525,0.0405,,140.0,14.5714,0.5345,0.8018,0.0714,,15.0,0.0796,0.0022,0.2707,0.0375,,0.0824,11868.2886,806.541,-0.9013,-0.1536,,11100.26,1662712.7143,405451.6247,-1.1085,0.0816,,1493186.0,52585.1429,25502.2509,-1.3141,-0.0149,,64230.0,4043.1429,2160.5965,-1.0095,1.2036,,3181.0,497548.7543,303711.9655,-1.1986,0.9777,,360622.63,41.0011,23.5116,-1.2341,1.3367,,32.488,7671.7143,27.4937,1.829,0.0066,,7689.0,6327.8571,338.9786,1.0506,0.0739,,6080.0,0.4254,0.0166,0.8766,0.0069,,0.439,3.2529,0.3284,-0.4655,0.058,,3.32,188.2714,9.7655,-1.2054,0.1358,,183.2,0.0239,0.0005,-0.1826,0.0171,,0.0234,182.7143,4.1519,0.0688,0.0223,,179.0,50182.2857,717.4991,-0.0673,0.0159,,49989.0,318.8571,79.5873,-1.0411,-0.4286,,244.0,0.0,0.0,,,,0.0,2.8571,1.069,-1.7372,-0.8333,,3.0,0.0122,0.0478,-0.0668,1.2065,,-0.0007
2024-01-25,185,10079.38,54.48,0.07,148,14,0.0757,13352.38,2305328,87429,9074,421253.26,31.549,7742,5824,0.468,3.22,162.7,0.0229,177,49030,259,0,3,-0.01723,-0.14001,-0.02608,-0.12173,-0.06462,0,,,183.4286,2.9921,0.5252,0.0165,,187.0,9640.6357,348.7219,1.2581,0.0554,,10069.11,52.5471,1.2351,1.565,0.0383,,53.85,0.07,0.0,,0.0,,0.07,136.0,13.5031,0.8887,0.0725,,154.0,14.5714,0.5345,-1.069,0.0,,15.0,0.0794,0.0024,-1.5315,-0.0156,,0.0802,11920.5814,897.8139,1.5948,0.0282,,11141.34,1813675.7143,421954.1101,1.1652,0.8463,,1213284.0,59466.7143,27710.3419,1.0091,1.227,,19073.0,4939.0,2773.7674,1.4908,2.2372,,1862.0,486767.2257,305082.6065,-0.2147,-0.1519,,133529.0,40.0439,23.7772,-0.3573,-0.1752,,11.985,7682.1429,38.0939,1.5713,0.0095,,7722.0,6290.0,382.1487,-1.2194,-0.0435,,6684.0,0.4326,0.0226,1.5694,0.1196,,0.44,3.2543,0.3282,-0.1045,0.0031,,3.1,185.3143,13.791,-1.6398,-0.1129,,176.5,0.0238,0.0007,-1.392,-0.0255,,0.0238,182.2857,4.6085,-1.147,-0.0167,,183.0,50203.8571,672.6541,-1.7451,0.0031,,50134.0,320.0,78.5005,-0.7771,0.0319,,236.0,0.0,0.0,,,,0.0,3.0,1.0,0.0,0.5,,1.0,0.0136,0.0448,-1.7452,0.1352,,0.009
