date,channel,spend_usd,impressions,clicks,conversions,attributed_revenue_usd,roas
2025-07-21,social,5434.17,932037,21798,1035,170870.58,31.444
2025-07-21,email,2658.22,455921,10663,506,83584.22,31.444
2025-07-21,affiliate,1481.61,254116,5943,282,46587.32,31.444
2025-07-21,display,325.94,55908,1309,64,10249.17,31.445
2025-07-22,paid_search,4534.18,574361,6605,746,124272.69,27.408
2025-07-22,social,2303.06,291737,3355,379,63122.29,27.408
2025-07-22,email,3392.8,429778,4942,558,92989.67,27.408
2025-07-22,affiliate,576.49,73025,839,94,15800.31,27.408
2025-07-22,display,810.06,102617,1182,136,22202.34,27.408
2025-07-23,paid_search,5442.88,744453,16123,1596,120905.53,22.214
2025-07-23,social,2385.74,326310,7067,699,52995.57,22.213
2025-07-23,email,2218.29,303407,6571,650,49275.94,22.213
2025-07-23,affiliate,2298.5,314378,6809,674,51057.67,22.213
2025-07-23,display,229.26,31360,681,70,5092.91,22.215
2025-07-24,paid_search,5619.12,1018756,28043,3239,233029.88,41.471
2025-07-24,social,2789.66,505770,13922,1608,115689.73,41.471
2025-07-24,email,3248.35,588932,16211,1872,134712.14,41.471
2025-07-24,affiliate,1479.83,268295,7385,853,61369.79,41.471
2025-07-24,display,62.98,11421,317,39,2612.05,41.474
2025-07-25,paid_search,3837.94,575582,28488,1267,166893.28,43.485
2025-07-25,social,4475.23,671158,33218,1477,194606.01,43.485
2025-07-25,email,2289.99,343434,16998,756,99580.57,43.485
2025-07-25,affiliate,1164.94,174707,8647,384,50657.41,43.485
2025-07-25,display,795.41,119290,5905,265,34588.24,43.485
2025-07-26,paid_search,2019.58,403687,15539,1629,155475.59,76.984
2025-07-26,social,6018.48,1203012,46307,4855,463326.62,76.984
2025-07-26,email,468.21,93588,3602,377,36044.46,76.984
2025-07-26,affiliate,3839.38,767440,29541,3097,295570.89,76.984
2025-07-26,display,591.07,118148,4549,479,45502.75,76.984
2025-07-27,paid_search,4802.54,597966,27233,1600,280513.42,58.409
2025-07-27,social,856.5,106642,4856,285,50027.41,58.409
2025-07-27,email,3305.82,411609,18746,1101,193090.91,58.409
2025-07-27,affiliate,1838.62,228927,10426,612,107392.84,58.409
2025-07-27,display,1160.65,144516,6583,390,67792.74,58.409
2025-07-28,paid_search,2076.27,288744,9357,881,101821.14,49.04
2025-07-28,social,2453.68,341230,11058,1042,120329.77,49.041
2025-07-28,email,3690.26,513200,16631,1567,180972.16,49.04
2025-07-28,affiliate,3608.93,501889,16264,1532,176983.65,49.04
2025-07-28,display,310.22,43145,1399,134,15213.57,49.041
2025-07-29,paid_search,2331.03,325797,16125,701,30257.34,12.98
2025-07-29,social,2888.07,403652,19979,869,37487.91,12.98
2025-07-29,email,6323.48,883802,43744,1903,82080.24,12.98
2025-07-29,affiliate,611.68,85491,4231,184,7939.71,12.98
2025-07-29,display,415.22,58035,2874,126,5389.69,12.98
2025-07-30,paid_search,2583.27,213418,9108,877,78362.81,30.335
2025-07-30,social,2129.51,175930,7508,723,64598.09,30.335
2025-07-30,email,3402.6,281107,11997,1155,103217.0,30.335
2025-07-30,affiliate,925.28,76442,3262,314,28068.21,30.335
2025-07-30,display,3979.21,328747,14033,1353,120708.35,30.335
2025-07-31,paid_search,4618.89,883550,14236,1004,134218.39,29.059
2025-07-31,social,5756.86,1101234,17744,1252,167286.45,29.059
2025-07-31,email,1995.08,381640,6149,434,57974.27,29.059
2025-07-31,affiliate,400.68,76646,1235,87,11643.24,29.059
2025-07-31,display,727.26,139120,2243,160,21133.1,29.059
2025-08-01,paid_search,5361.19,482655,5170,478,32255.79,6.017
2025-08-01,social,1935.83,174278,1867,172,11647.01,6.017
2025-08-01,email,4288.21,386057,4135,382,25800.15,6.017
2025-08-01,affiliate,858.49,77287,827,76,5165.13,6.017
2025-08-01,display,200.36,18040,196,20,1205.46,6.016
2025-08-02,paid_search,7551.74,1052142,23051,2757,212120.87,28.089
2025-08-02,social,1382.8,192657,4220,504,38841.38,28.089
2025-08-02,email,1253.2,174601,3825,457,35201.25,28.089
2025-08-02,affiliate,1583.67,220643,4834,578,44483.62,28.089
2025-08-02,display,386.85,53900,1182,143,10866.33,28.089
2025-08-03,paid_search,2324.99,435782,18129,720,71735.76,30.854
2025-08-03,social,1872.62,350993,14602,580,57778.27,30.854
2025-08-03,email,5365.98,1005770,41842,1663,165563.5,30.854
2025-08-03,affiliate,1718.36,322080,13399,532,53018.8,30.854
2025-08-03,display,1360.34,254978,10610,424,41972.42,30.854
2025-08-04,paid_search,4954.56,536571,17669,1709,296712.51,59.887
2025-08-04,social,3835.02,415326,13676,1323,229666.93,59.887
2025-08-04,email,1866.47,202136,6656,643,111777.12,59.887
2025-08-04,affiliate,1474.9,159729,5259,508,88326.76,59.887
2025-08-04,display,26.12,2831,96,11,1564.46,59.895
2025-08-05,paid_search,7459.43,1166388,23478,1525,292974.55,39.276
2025-08-05,social,2771.85,433417,8724,566,108866.23,39.276
2025-08-05,email,1247.1,195001,3925,255,48980.68,39.276
2025-08-05,affiliate,1743.49,272619,5487,356,68476.75,39.276
2025-08-05,display,721.2,112774,2271,150,28326.03,39.276
2025-08-06,paid_search,4925.01,856246,27378,2690,177694.51,36.08
2025-08-06,social,2271.43,394904,12626,1240,81953.48,36.08
2025-08-06,email,1235.81,214853,6869,675,44588.01,36.08
2025-08-06,affiliate,984.33,171133,5471,537,35514.78,36.08
2025-08-06,display,2042.63,355127,11358,1118,73698.14,36.08
2025-08-07,paid_search,5025.18,441432,10499,962,62712.52,12.48
2025-08-07,social,3122.42,274286,6523,598,38966.76,12.48
2025-08-07,email,3187.61,280013,6660,610,39780.35,12.48
2025-08-07,affiliate,1636.08,143720,3418,313,20417.77,12.48
2025-08-07,display,201.48,17701,423,41,2514.3,12.479
2025-08-08,paid_search,4899.51,935649,17379,1960,88251.68,18.012
2025-08-08,social,4272.39,815888,15154,1709,76955.68,18.012
2025-08-08,email,3675.66,701933,13038,1470,66207.29,18.012
2025-08-08,affiliate,382.44,73034,1356,153,6888.71,18.013
2025-08-08,display,357.58,68288,1270,145,6440.84,18.012
2025-08-09,paid_search,3666.82,704510,23077,1648,177634.2,48.444
2025-08-09,social,2894.98,556216,18220,1301,140243.49,48.444
2025-08-09,email,3471.19,666923,21846,1560,168156.97,48.444
2025-08-09,affiliate,1681.84,323134,10584,756,81474.59,48.444
2025-08-09,display,1036.44,199132,6525,469,50208.56,48.443
2025-08-10,paid_search,2417.58,475409,7395,571,28663.58,11.856
2025-08-10,social,2398.54,471664,7337,567,28437.81,11.856
2025-08-10,email,4996.55,982553,15284,1182,59240.52,11.856
2025-08-10,affiliate,3088.38,607319,9447,730,36616.76,11.856
2025-08-10,display,765.36,150506,2343,183,9074.2,11.856
2025-08-11,paid_search,5215.49,912651,24891,793,79103.25,15.167
2025-08-11,social,3148.29,550914,15025,478,47749.98,15.167
2025-08-11,email,3355.83,587232,16016,510,50897.83,15.167
2025-08-11,affiliate,2064.2,361211,9851,313,31307.68,15.167
2025-08-11,display,676.86,118445,3232,105,10265.92,15.167
2025-08-12,paid_search,4744.59,656364,18134,2008,266104.47,56.086
2025-08-12,social,3221.42,445650,12312,1363,180676.2,56.086
2025-08-12,email,2069.6,286307,7910,876,116075.08,56.086
2025-08-12,affiliate,961.99,133081,3676,407,53954.02,56.086
2025-08-12,display,2746.84,379997,10500,1164,154058.57,56.086
2025-08-13,paid_search,3525.96,513851,11497,1032,178976.73,50.76
2025-08-13,social,3445.84,502175,11236,1009,174910.08,50.76
2025-08-13,email,4409.93,642675,14379,1291,223846.87,50.76
2025-08-13,affiliate,1595.5,232517,5202,467,80987.0,50.76
2025-08-13,display,1020.48,148722,3330,300,51799.58,50.76
2025-08-14,paid_search,3141.05,514328,20764,1362,158654.06,50.51
2025-08-14,social,2689.8,440439,17781,1166,135861.63,50.51
2025-08-14,email,1425.17,233363,9421,617,71985.37,50.51
2025-08-14,affiliate,4858.99,795631,32121,2106,245427.02,50.51
2025-08-14,display,89.28,14620,593,41,4508.95,50.503
2025-08-15,paid_search,4503.86,518574,20888,2399,316461.65,70.265
2025-08-15,social,4445.34,511835,20617,2368,312349.56,70.264
2025-08-15,email,3482.2,400940,16150,1855,244675.36,70.265
2025-08-15,affiliate,1142.91,131594,5300,608,80305.75,70.264
2025-08-15,display,67.44,7766,315,38,4738.4,70.261
2025-08-16,paid_search,3122.91,291487,8392,675,121932.2,39.044
2025-08-16,social,4300.07,401362,11555,929,167893.89,39.044
2025-08-16,email,717.78,66996,1928,155,28025.45,39.045
2025-08-16,affiliate,2680.7,250212,7204,579,104666.44,39.044
2025-08-16,display,2851.25,266133,7665,619,111325.47,39.044
2025-08-17,paid_search,6376.8,736463,22318,2157,92348.89,14.482
2025-08-17,social,5208.72,601560,18230,1761,75432.76,14.482
2025-08-17,email,607.14,70118,2124,205,8792.57,14.482
2025-08-17,affiliate,1115.33,128810,3903,377,16152.22,14.482
2025-08-17,display,240.11,27732,842,83,3477.22,14.482
2025-08-18,paid_search,1976.7,247895,11810,1168,51919.17,26.266
2025-08-18,social,2279.9,285918,13622,1347,59882.83,26.266
2025-08-18,email,5216.43,654184,31167,3084,137012.34,26.266
2025-08-18,affiliate,4369.11,547923,26104,2583,114757.1,26.266
2025-08-18,display,265.18,33258,1586,159,6965.17,26.266
2025-08-19,paid_search,4246.47,767589,22567,2549,469269.54,110.508
2025-08-19,social,3510.83,634614,18657,2107,387974.66,110.508
2025-08-19,email,1925.57,348065,10233,1156,212791.33,110.508
2025-08-19,affiliate,3012.5,544538,16009,1808,332906.13,110.508
2025-08-19,display,448.79,81123,2386,271,49594.64,110.507
2025-08-20,paid_search,5294.4,795587,12714,680,123648.63,23.355
2025-08-20,social,3087.17,463908,7413,396,72099.67,23.355
2025-08-20,email,3275.07,492143,7864,420,76487.96,23.355
2025-08-20,affiliate,65.76,9881,157,8,1535.78,23.354
2025-08-20,display,1013.22,152260,2436,133,23663.53,23.355
2025-08-21,paid_search,5457.77,971235,30033,3510,222726.42,40.809
2025-08-21,social,3979.78,708221,21900,2559,162411.3,40.809
2025-08-21,email,1412.96,251443,7775,908,57661.63,40.809
2025-08-21,affiliate,1797.29,319836,9890,1155,73345.85,40.809
2025-08-21,display,1095.77,194998,6031,707,44717.07,40.809
2025-08-22,paid_search,5194.18,596894,12967,556,105534.69,20.318
2025-08-22,social,5043.75,579607,12591,540,102478.23,20.318
2025-08-22,email,1281.82,147301,3200,137,26043.78,20.318
2025-08-22,affiliate,1195.12,137338,2983,127,24282.3,20.318
2025-08-22,display,58.17,6687,147,8,1181.84,20.317
2025-08-23,paid_search,4567.92,601159,12794,1085,163430.8,35.778
2025-08-23,social,1375.4,181009,3852,326,49209.03,35.778
2025-08-23,email,3163.81,416371,8861,752,113194.6,35.778
2025-08-23,affiliate,2126.31,279831,5955,505,76074.82,35.778
2025-08-23,display,523.45,68890,1469,127,18727.84,35.778
2025-08-24,paid_search,4132.64,689968,28301,2363,186911.53,45.228
2025-08-24,social,1342.59,224152,9194,767,60722.68,45.228
2025-08-24,email,2529.55,422323,17322,1446,114406.88,45.228
2025-08-24,affiliate,2484.28,414765,17012,1420,112359.46,45.228
2025-08-24,display,1106.42,184724,7579,636,50041.08,45.228
2025-08-25,paid_search,5714.58,725309,29371,1468,107599.89,18.829
2025-08-25,social,1865.24,236741,9586,479,35120.62,18.829
2025-08-25,email,1421.74,180451,7307,365,26770.03,18.829
2025-08-25,affiliate,445.63,56560,2290,114,8390.72,18.829
2025-08-25,display,3070.5,389718,15783,790,57814.58,18.829
2025-08-26,paid_search,2017.29,350073,4982,526,85707.91,42.487
2025-08-26,social,4089.01,709593,10099,1067,173728.81,42.487
2025-08-26,email,3529.76,612542,8717,921,149967.91,42.487
2025-08-26,affiliate,2197.05,381268,5426,573,93345.54,42.487
2025-08-26,display,281.05,48774,696,75,11940.91,42.487
2025-08-27,paid_search,3268.89,378872,15324,341,19340.74,5.917
2025-08-27,social,3908.14,452963,18321,408,23122.94,5.917
2025-08-27,email,4599.53,533096,21562,480,27213.61,5.917
2025-08-27,affiliate,1094.5,126855,5130,114,6475.74,5.917
2025-08-27,display,803.74,93158,3770,85,4755.43,5.917
2025-08-28,paid_search,3172.19,524185,17737,1519,219407.99,69.166
2025-08-28,social,3058.58,505412,17102,1465,211550.11,69.166
2025-08-28,email,2320.56,383459,12975,1111,160504.44,69.166
2025-08-28,affiliate,3700.7,611520,20692,1773,255963.64,69.166
2025-08-28,display,1330.7,219892,7443,640,92039.59,69.166
2025-08-29,paid_search,2366.06,450300,20641,1155,93918.97,39.694
2025-08-29,social,1515.66,288455,13222,740,60162.97,39.694
2025-08-29,email,3567.52,678957,31122,1742,141609.96,39.694
2025-08-29,affiliate,1333.2,253728,11630,651,52920.13,39.694
2025-08-29,display,3862.31,735063,33696,1889,153311.36,39.694
2025-08-30,paid_search,7974.46,985854,39698,4457,870458.18,109.156
2025-08-30,social,1538.05,190143,7656,859,167886.67,109.156
2025-08-30,email,2391.36,295635,11904,1336,261030.35,109.156
2025-08-30,affiliate,371.57,45936,1849,207,40559.31,109.157
2025-08-30,display,1310.84,162056,6529,736,143086.05,109.156
2025-08-31,paid_search,6330.68,813843,26078,2832,526927.28,83.234
2025-08-31,social,2398.47,308336,9880,1072,199633.74,83.234
2025-08-31,email,1347.66,173248,5551,602,112170.61,83.234
2025-08-31,affiliate,1315.15,169069,5417,588,109465.22,83.234
2025-08-31,display,1347.23,173196,5552,605,112135.07,83.234
2025-09-01,paid_search,6615.19,705156,10379,1244,101500.76,15.344
2025-09-01,social,2521.62,268796,3956,474,38690.73,15.344
2025-09-01,email,1638.7,174679,2571,308,25143.57,15.344
2025-09-01,affiliate,1655.09,176426,2596,311,25394.97,15.344
2025-09-01,display,570.23,60786,896,108,8749.31,15.343
2025-09-02,paid_search,6971.06,1178518,17437,1756,252235.34,36.183
2025-09-02,social,2431.71,411102,6082,612,87987.24,36.183
2025-09-02,email,2412.32,407822,6034,607,87285.34,36.183
2025-09-02,affiliate,1710.53,289179,4278,431,61892.37,36.183
2025-09-02,display,106.67,18036,269,29,3859.69,36.183
2025-09-03,paid_search,2652.67,519423,21143,935,144579.83,54.504
2025-09-03,social,5819.04,1139436,46381,2052,317158.13,54.504
2025-09-03,email,3061.15,599408,24399,1079,166843.25,54.503
2025-09-03,affiliate,775.61,151873,6182,273,42273.45,54.503
2025-09-03,display,1229.27,240707,9799,435,66999.26,54.503
2025-09-04,paid_search,5328.02,816861,34464,3744,418591.45,78.564
2025-09-04,social,2015.95,309073,13040,1416,158381.1,78.564
2025-09-04,email,2808.7,430614,18168,1973,220663.5,78.564
2025-09-04,affiliate,1626.7,249396,10522,1143,127800.57,78.564
2025-09-04,display,132.33,20290,857,95,10395.89,78.56
2025-09-05,paid_search,2298.46,298238,9862,424,36037.05,15.679
2025-09-05,social,3751.57,486787,16097,692,58819.93,15.679
2025-09-05,email,3644.07,472838,15636,672,57134.41,15.679
2025-09-05,affiliate,1467.86,190463,6298,270,23014.24,15.679
2025-09-05,display,234.04,30370,1007,45,3669.45,15.679
2025-09-06,paid_search,1898.0,323341,11734,1040,73808.75,38.888
2025-09-06,social,2773.39,472471,17146,1519,107850.44,38.888
2025-09-06,email,1369.48,233302,8467,750,53255.63,38.887
2025-09-06,affiliate,5642.48,961245,34885,3092,219422.48,38.888
2025-09-06,display,67.74,11542,421,39,2634.27,38.888
2025-09-07,paid_search,2119.78,340597,5540,350,62188.28,29.337
2025-09-07,social,2844.91,457108,7436,470,83461.54,29.337
2025-09-07,email,1994.98,320545,5214,329,58527.21,29.337
2025-09-07,affiliate,3163.16,508243,8268,522,92798.18,29.337
2025-09-07,display,1182.37,189981,3093,198,34687.56,29.337
2025-09-08,paid_search,3304.58,461923,7683,432,47940.74,14.507
2025-09-08,social,4503.63,629530,10471,589,65335.84,14.507
2025-09-08,email,1515.02,211774,3522,198,21979.03,14.507
2025-09-08,affiliate,3233.93,452048,7519,423,46915.89,14.507
2025-09-08,display,228.88,31997,533,31,3320.48,14.508
2025-09-09,paid_search,1391.84,158561,2738,321,53065.81,38.126
2025-09-09,social,4387.99,499891,8633,1014,167298.34,38.126
2025-09-09,email,738.97,84185,1454,170,28174.32,38.126
2025-09-09,affiliate,3854.41,439103,7583,890,146954.69,38.126
2025-09-09,display,1382.73,157526,2723,322,52718.29,38.126
2025-09-10,paid_search,7548.36,715682,8539,263,39717.43,5.262
2025-09-10,social,2399.25,227480,2714,83,12624.21,5.262
2025-09-10,email,798.08,75668,902,27,4199.26,5.262
2025-09-10,affiliate,1705.72,161724,1929,59,8975.01,5.262
2025-09-10,display,391.9,37159,445,17,2062.12,5.262
2025-09-11,paid_search,5176.76,569448,26910,2765,370958.04,71.658
2025-09-11,social,1624.14,178656,8442,867,116382.98,71.658
2025-09-11,email,4345.38,477995,22588,2321,311382.53,71.658
2025-09-11,affiliate,1211.62,133279,6298,647,86822.83,71.658
2025-09-11,display,594.44,65393,3093,319,42597.2,71.659
2025-09-12,paid_search,5526.81,485900,12586,1434,172567.92,31.224
2025-09-12,social,3589.29,315559,8173,931,112071.06,31.224
2025-09-12,email,1117.39,98238,2544,290,34889.28,31.224
2025-09-12,affiliate,1912.49,168140,4355,496,59715.08,31.224
2025-09-12,display,1127.39,99118,2569,295,35201.29,31.224
2025-09-13,paid_search,3416.89,322610,11848,448,26413.99,7.73
2025-09-13,social,3749.55,354018,13002,491,28985.62,7.73
2025-09-13,email,4116.78,388691,14275,540,31824.49,7.73
2025-09-13,affiliate,1040.55,98245,3608,136,8043.93,7.73
2025-09-13,display,620.21,58560,2152,83,4794.48,7.73
2025-09-14,paid_search,4892.54,698663,28468,1626,234028.87,47.834
2025-09-14,social,2352.32,335915,13687,782,112520.51,47.834
2025-09-14,email,2706.82,386538,15750,900,129477.42,47.834
2025-09-14,affiliate,1360.76,194319,7917,452,65090.47,47.834
2025-09-14,display,735.28,105001,4281,246,35171.57,47.834
2025-09-15,paid_search,4531.34,601140,24217,2275,140987.54,31.114
2025-09-15,social,1829.94,242764,9779,919,56936.38,31.114
2025-09-15,email,4967.47,658998,26547,2494,154557.21,31.114
2025-09-15,affiliate,951.24,126193,5083,477,29596.7,31.114
2025-09-15,display,289.36,38390,1549,148,9003.26,31.114
2025-09-16,paid_search,5971.71,817540,9826,421,40749.37,6.824
2025-09-16,social,1735.59,237606,2855,122,11843.23,6.824
2025-09-16,email,2753.51,376962,4530,194,18789.24,6.824
2025-09-16,affiliate,1030.46,141072,1695,72,7031.61,6.824
2025-09-16,display,102.02,13967,171,10,696.04,6.823
2025-09-17,paid_search,3255.45,385356,18626,752,37605.7,11.552
2025-09-17,social,2843.92,336642,16271,656,32851.85,11.552
2025-09-17,email,2495.8,295434,14280,576,28830.5,11.552
2025-09-17,affiliate,1755.97,207858,10047,405,20284.26,11.552
2025-09-17,display,1526.75,180728,8737,355,17636.62,11.552
2025-09-18,paid_search,3577.61,698941,33032,2094,160378.43,44.828
2025-09-18,social,3133.6,612198,28933,1834,140474.38,44.828
2025-09-18,email,2747.7,536806,25370,1608,123175.08,44.828
2025-09-18,affiliate,997.95,194964,9214,584,44736.33,44.828
2025-09-18,display,1327.21,259294,12256,779,59497.11,44.829
2025-09-19,paid_search,4421.54,664729,21560,810,45986.9,10.401
2025-09-19,social,2725.09,409686,13288,499,28342.64,10.401
2025-09-19,email,2277.77,342437,11107,417,23690.29,10.401
2025-09-19,affiliate,1094.9,164606,5339,200,11387.68,10.401
2025-09-19,display,1548.55,232808,7552,285,16105.9,10.401
2025-09-20,paid_search,5224.4,938289,45481,3673,709064.37,135.722
2025-09-20,social,2572.42,462000,22394,1808,349133.45,135.722
2025-09-20,email,2918.11,524085,25403,2051,396050.57,135.722
2025-09-20,affiliate,484.06,86936,4214,340,65697.79,135.722
2025-09-20,display,149.81,26905,1306,107,20330.67,135.71
2025-09-21,paid_search,4923.68,699107,27575,709,76639.17,15.565
2025-09-21,social,4786.64,679649,26807,689,74506.09,15.565
2025-09-21,email,1522.66,216200,8527,219,23700.83,15.565
2025-09-21,affiliate,2004.61,284632,11226,288,31202.63,15.565
2025-09-21,display,28.92,4106,165,6,449.99,15.56
2025-09-22,paid_search,4981.67,926158,20602,1704,320046.15,64.245
2025-09-22,social,2749.74,511213,11371,941,176656.54,64.245
2025-09-22,email,1680.84,312490,6951,575,107985.21,64.245
2025-09-22,affiliate,2884.97,536353,11930,987,185343.91,64.245
2025-09-22,display,487.01,90544,2016,168,31287.68,64.244
2025-09-23,paid_search,4003.88,607157,13053,1107,78418.78,19.586
2025-09-23,social,1853.85,281122,6043,512,36309.04,19.586
2025-09-23,email,3611.92,547720,11775,999,70742.05,19.586
2025-09-23,affiliate,2332.07,353640,7602,645,45675.27,19.586
2025-09-23,display,965.15,146359,3149,269,18903.15,19.586
2025-09-24,paid_search,5628.35,1038605,38627,4010,620167.03,110.186
2025-09-24,social,5103.83,941815,35027,3637,562372.28,110.186
2025-09-24,email,1705.31,314682,11703,1215,187901.47,110.186
2025-09-24,affiliate,186.61,34434,1280,132,20561.46,110.184
2025-09-24,display,949.33,175185,6517,679,104604.46,110.188
2025-09-25,paid_search,6372.58,1136592,36615,4200,671688.45,105.403
2025-09-25,social,2303.04,410762,13232,1517,242747.02,105.403
2025-09-25,email,2945.33,525320,16923,1941,310446.6,105.403
2025-09-25,affiliate,438.03,78124,2516,288,46169.25,105.402
2025-09-25,display,957.13,170712,5502,633,100883.53,105.402
2025-09-26,paid_search,3764.93,372957,4835,525,32125.82,8.533
2025-09-26,social,2425.33,240254,3114,338,20695.06,8.533
2025-09-26,email,4460.49,441860,5728,622,38060.92,8.533
2025-09-26,affiliate,2482.67,245935,3188,346,21184.41,8.533
2025-09-26,display,1078.32,106822,1388,152,9201.17,8.533
2025-09-27,paid_search,6136.53,509811,21175,964,145153.6,23.654
2025-09-27,social,3175.59,263822,10958,499,75115.52,23.654
2025-09-27,email,2109.53,175255,7279,331,49898.78,23.654
2025-09-27,affiliate,840.98,69867,2901,132,19892.62,23.654
2025-09-27,display,176.32,14649,610,30,4170.45,23.653
2025-09-28,paid_search,4408.21,613310,16534,1409,121733.02,27.615
2025-09-28,social,4222.15,587423,15836,1350,116594.81,27.615
2025-09-28,email,1346.42,187326,5050,430,37181.5,27.615
2025-09-28,affiliate,770.52,107202,2890,246,21278.06,27.615
2025-09-28,display,782.86,108919,2938,252,21618.44,27.615
2025-09-29,paid_search,3994.09,331229,5337,563,94576.48,23.679
2025-09-29,social,1680.38,139353,2245,237,39789.83,23.679
2025-09-29,email,979.74,81249,1309,138,23199.31,23.679
2025-09-29,affiliate,4741.4,393203,6336,669,112272.28,23.679
2025-09-29,display,70.83,5876,96,12,1677.29,23.681
2025-09-30,paid_search,5821.39,584639,22098,1244,52946.25,9.095
2025-09-30,social,1406.04,141208,5337,300,12788.15,9.095
2025-09-30,email,2609.88,262109,9907,557,23737.23,9.095
2025-09-30,affiliate,1162.84,116783,4414,248,10576.21,9.095
2025-09-30,display,139.16,13977,529,32,1265.59,9.094
2025-10-01,paid_search,6167.05,694135,34638,2716,162154.63,26.294
2025-10-01,social,1781.9,200563,10008,784,46852.93,26.294
2025-10-01,email,908.93,102305,5105,400,23899.25,26.294
2025-10-01,affiliate,2515.58,283142,14129,1108,66143.95,26.294
2025-10-01,display,603.09,67883,3388,268,15857.43,26.294
2025-10-02,paid_search,3502.06,312029,12151,1179,160866.82,45.935
2025-10-02,social,5204.43,463707,18058,1753,239064.54,45.935
2025-10-02,email,1300.16,115842,4511,437,59722.79,45.935
2025-10-02,affiliate,249.98,22273,867,84,11482.92,45.935
2025-10-02,display,2761.34,246034,9584,932,126841.57,45.935
2025-10-03,paid_search,7812.26,965487,36526,2882,275419.18,35.255
2025-10-03,social,2513.61,310647,11752,927,88616.52,35.255
2025-10-03,email,187.77,23206,877,69,6619.87,35.255
2025-10-03,affiliate,1056.38,130554,4939,389,37242.43,35.255
2025-10-03,display,1583.4,195688,7406,586,55822.55,35.255
2025-10-04,paid_search,6555.9,952338,26340,1025,66179.97,10.095
2025-10-04,social,1597.81,232104,6419,249,16129.39,10.095
2025-10-04,email,1874.13,272244,7529,293,18918.85,10.095
2025-10-04,affiliate,1531.07,222410,6151,239,15455.74,10.095
2025-10-04,display,1599.3,232323,6428,252,16144.45,10.095
2025-10-05,paid_search,3886.07,666956,15561,906,161853.5,41.65
2025-10-05,social,2642.69,453557,10582,616,110067.08,41.65
2025-10-05,email,2968.34,509448,11886,692,123630.37,41.65
2025-10-05,affiliate,853.0,146398,3415,199,35527.13,41.65
2025-10-05,display,1937.23,332486,7760,454,80685.52,41.65
2025-10-06,paid_search,3722.64,337721,14843,486,39860.8,10.708
2025-10-06,social,4791.35,434675,19105,625,51304.19,10.708
2025-10-06,email,2035.22,184637,8115,265,21792.5,10.708
2025-10-06,affiliate,1348.06,122297,5375,176,14434.62,10.708
2025-10-06,display,928.73,84257,3705,123,9944.51,10.708
2025-10-07,paid_search,3192.56,343861,14133,1494,94411.53,29.572
2025-10-07,social,4943.43,532442,21884,2314,146189.06,29.572
2025-10-07,email,1731.8,186527,7666,810,51213.4,29.572
2025-10-07,affiliate,1208.21,130132,5348,565,35729.67,29.572
2025-10-07,display,1279.93,137860,5668,601,37850.61,29.572
2025-10-08,paid_search,7614.75,1078884,20647,704,83115.6,10.915
2025-10-08,social,2830.48,401031,7674,261,30894.88,10.915
2025-10-08,email,1697.64,240527,4603,157,18529.9,10.915
2025-10-08,affiliate,119.89,16986,325,11,1308.63,10.915
2025-10-08,display,474.73,67264,1289,46,5181.72,10.915
2025-10-09,paid_search,3727.31,449778,19502,1212,150833.62,40.467
2025-10-09,social,2971.19,358536,15546,966,120235.4,40.467
2025-10-09,email,2102.68,253733,11001,684,85089.62,40.467
2025-10-09,affiliate,2373.62,286427,12419,772,96053.53,40.467
2025-10-09,display,787.99,95090,4125,258,31887.84,40.467
2025-10-10,paid_search,3387.24,556358,25347,1663,244725.2,72.249
2025-10-10,social,5619.7,923041,42053,2759,406018.25,72.249
2025-10-10,email,1243.01,204164,9301,610,89806.01,72.249
2025-10-10,affiliate,1606.87,263929,12024,789,116094.82,72.249
2025-10-10,display,825.48,135589,6180,407,59640.15,72.249
2025-10-11,paid_search,3251.06,589416,25737,1026,85212.83,26.211
2025-10-11,social,3415.95,619311,27042,1078,89534.77,26.211
2025-10-11,email,5620.96,1019078,44499,1775,147329.66,26.211
2025-10-11,affiliate,908.61,164731,7193,286,23815.49,26.211
2025-10-11,display,240.77,43652,1908,79,6310.41,26.209
2025-10-12,paid_search,4285.47,562319,17327,484,55291.09,12.902
2025-10-12,social,2782.65,365126,11251,314,35901.68,12.902
2025-10-12,email,4030.32,528839,16295,456,51999.08,12.902
2025-10-12,affiliate,179.87,23601,727,20,2320.63,12.902
2025-10-12,display,210.12,27573,851,26,2710.97,12.902
2025-10-13,paid_search,3347.49,288729,8125,725,110233.88,32.93
2025-10-13,social,3287.41,283547,7980,712,108255.54,32.93
2025-10-13,email,2742.04,236508,6656,593,90296.37,32.93
2025-10-13,affiliate,985.69,85018,2392,213,32459.14,32.93
2025-10-13,display,1155.93,99703,2808,252,38065.24,32.93
2025-10-14,paid_search,5942.46,584272,13087,1255,222929.73,37.515
2025-10-14,social,2079.59,204469,4579,439,78015.35,37.515
2025-10-14,email,3595.42,353507,7918,759,134881.14,37.515
2025-10-14,affiliate,227.57,22374,501,48,8537.05,37.514
2025-10-14,display,121.29,11928,269,27,4550.48,37.517
2025-10-15,paid_search,5150.34,454233,15264,1456,61036.23,11.851
2025-10-15,social,1481.17,130631,4389,418,17553.23,11.851
2025-10-15,email,4592.58,405042,13611,1299,54426.28,11.851
2025-10-15,affiliate,1168.66,103069,3463,330,13849.71,11.851
