date,method_b_flag,method_b_score,method_b_prediction,in_train_set,top_5_features,anomaly_flag,anomaly_event,anomaly_kpi
2025-11-08,False,-0.03128,1,False,"avg_roas, total_attributed_revenue_usd, consumer_sentiment, total_conversions_marketing, return_rate",0,,
2025-11-09,False,-0.07049,1,False,"consumer_sentiment, n_returns, economic_index, return_rate, seasonal_index",0,,
2025-11-10,False,-0.08344,1,False,"consumer_sentiment, n_reorders, total_conversions_marketing, economic_index, seasonal_index",0,,
2025-11-11,False,-0.05847,1,False,"consumer_sentiment, return_rate, total_impressions, n_returns, seasonal_index",0,,
2025-11-12,False,-0.06123,1,False,"consumer_sentiment, total_impressions, total_clicks, pages_per_session, total_units_sold",0,,
2025-11-13,False,-0.06998,1,False,"total_impressions, economic_index, seasonal_index, total_units_sold, total_attributed_revenue_usd",0,,
2025-11-14,False,-0.0828,1,False,"economic_index, n_unique_customers, seasonal_index, n_orders, n_reorders",0,,
2025-11-15,False,-0.1062,1,False,"seasonal_index, total_clicks, n_reorders, total_conversions_marketing, n_returns",0,,
2025-11-16,False,-0.09331,1,False,"bounce_rate, total_spend_usd, seasonal_index, n_returns, avg_session_duration_sec",0,,
2025-11-17,False,-0.11644,1,False,"seasonal_index, total_spend_usd, total_clicks, avg_session_duration_sec, avg_roas",0,,
2025-11-18,False,-0.09164,1,False,"total_spend_usd, total_impressions, n_unique_customers, seasonal_index, total_conversions_marketing",0,,
2025-11-19,False,-0.09794,1,False,"total_clicks, total_impressions, seasonal_index, pages_per_session, total_conversions_marketing",0,,
2025-11-20,False,-0.0797,1,False,"total_conversions_marketing, total_clicks, seasonal_index, marketing_pressure, conversion_rate",0,,
2025-11-21,False,-0.09688,1,False,"total_impressions, total_units_sold, seasonal_index, bounce_rate, n_reorders",0,,
2025-11-22,False,-0.04509,1,False,"n_stockouts, inventory_health, total_stock_on_hand, seasonal_index, total_spend_usd",0,,
2025-11-23,False,-0.05038,1,False,"n_reorders, pages_per_session, total_spend_usd, avg_session_duration_sec, n_unique_customers",0,,
2025-11-24,False,-0.0471,1,False,"n_stockouts, total_stock_on_hand, inventory_health, n_unique_customers, seasonal_index",0,,
2025-11-25,False,-0.04201,1,False,"inventory_health, total_stock_on_hand, n_stockouts, n_unique_customers, seasonal_index",0,,
2025-11-26,False,-0.04402,1,False,"total_stock_on_hand, inventory_health, n_stockouts, seasonal_index, total_units_sold",0,,
2025-11-27,False,-0.07853,1,False,"total_stock_on_hand, inventory_health, seasonal_index, total_units_sold, bounce_rate",0,,
2025-11-28,True,0.07208,-1,False,"avg_order_value_usd, total_revenue_usd, n_orders, total_units_sold, n_returns",1,black_friday_spike,revenue
2025-11-29,False,-0.07056,1,False,"n_stockouts, pages_per_session, inventory_health, total_stock_on_hand, seasonal_index",0,,
2025-11-30,False,-0.08939,1,False,"total_conversions_marketing, bounce_rate, total_clicks, seasonal_index, total_attributed_revenue_usd",0,,
2025-12-01,False,-0.00267,1,False,"avg_order_value_usd, total_revenue_usd, n_unique_customers, total_units_sold, n_orders",1,cyber_monday_halo,revenue
2025-12-02,False,-0.08288,1,False,"pages_per_session, total_spend_usd, seasonal_index, avg_session_duration_sec, inventory_health",0,,
2025-12-03,False,-0.11376,1,False,"seasonal_index, pages_per_session, total_impressions, total_units_sold, n_unique_customers",0,,
2025-12-04,False,-0.10267,1,False,"seasonal_index, total_units_sold, n_unique_customers, consumer_sentiment, total_clicks",0,,
2025-12-05,False,-0.09289,1,False,"n_reorders, avg_session_duration_sec, seasonal_index, total_spend_usd, bounce_rate",0,,
2025-12-06,False,-0.1016,1,False,"seasonal_index, n_unique_customers, n_reorders, total_impressions, marketing_pressure",0,,
2025-12-07,False,-0.08791,1,False,"n_unique_customers, seasonal_index, total_clicks, total_units_sold, marketing_pressure",0,,
2025-12-08,False,-0.09904,1,False,"total_units_sold, seasonal_index, total_impressions, n_orders, avg_session_duration_sec",0,,
2025-12-09,False,-0.079,1,False,"total_units_sold, seasonal_index, total_clicks, total_impressions, total_conversions_marketing",0,,
2025-12-10,False,-0.11049,1,False,"seasonal_index, total_impressions, n_reorders, n_orders, n_unique_customers",0,,
2025-12-11,False,-0.10015,1,False,"pages_per_session, n_unique_customers, seasonal_index, n_orders, total_impressions",0,,
2025-12-12,False,-0.09489,1,False,"seasonal_index, total_conversions_marketing, n_unique_customers, n_orders, total_spend_usd",0,,
2025-12-13,False,-0.02519,1,False,"pages_per_session, n_orders, economic_index, total_spend_usd, seasonal_index",0,,
2025-12-14,False,-0.05662,1,False,"n_orders, economic_index, seasonal_index, total_impressions, n_returns",0,,
2025-12-15,False,-0.01208,1,False,"n_orders, bounce_rate, marketing_pressure, conversion_rate, n_returns",0,,
2025-12-16,False,-0.0379,1,False,"n_orders, n_unique_customers, marketing_pressure, conversion_rate, seasonal_index",0,,
2025-12-17,False,-0.05084,1,False,"n_unique_customers, n_orders, marketing_pressure, conversion_rate, seasonal_index",0,,
2025-12-18,False,-0.08548,1,False,"pages_per_session, total_impressions, total_spend_usd, seasonal_index, n_orders",0,,
2025-12-19,False,-0.09098,1,False,"n_reorders, seasonal_index, n_unique_customers, total_units_sold, n_orders",0,,
2025-12-20,False,-0.08817,1,False,"n_unique_customers, total_impressions, seasonal_index, total_units_sold, n_reorders",0,,
2025-12-21,False,-0.1109,1,False,"seasonal_index, total_spend_usd, avg_session_duration_sec, n_orders, total_attributed_revenue_usd",0,,
2025-12-22,False,-0.08744,1,False,"seasonal_index, pages_per_session, economic_index, n_orders, total_conversions_marketing",0,,
2025-12-23,False,-0.0849,1,False,"bounce_rate, n_unique_customers, seasonal_index, n_orders, total_attributed_revenue_usd",0,,
2025-12-24,False,-0.04279,1,False,"total_attributed_revenue_usd, avg_roas, n_orders, n_reorders, seasonal_index",0,,
2025-12-25,False,-0.07438,1,False,"n_orders, seasonal_index, marketing_pressure, n_returns, conversion_rate",0,,
2025-12-26,False,-0.02228,1,False,"n_orders, n_unique_customers, avg_roas, total_spend_usd, economic_index",0,,
2025-12-27,False,-0.04921,1,False,"n_orders, total_units_sold, seasonal_index, economic_index, n_returns",0,,
2025-12-28,False,-0.02353,1,False,"n_orders, total_impressions, total_units_sold, total_clicks, total_stock_on_hand",0,,
2025-12-29,False,-0.06001,1,False,"n_orders, marketing_pressure, total_stock_on_hand, inventory_health, seasonal_index",0,,
2025-12-30,False,-0.05275,1,False,"n_orders, n_reorders, seasonal_index, marketing_pressure, conversion_rate",0,,
2025-12-31,False,-0.05256,1,False,"n_unique_customers, avg_session_duration_sec, pages_per_session, n_orders, bounce_rate",0,,
